"cohort","sex","age_cat","education_cat","intention_to_vote","choice_of_party","political_orientation","marstat","household","hzcy001a","hzcy002a","hzcy003a","hzcy004a","hzcy005a","hzcy006a","hzcy007a","hzcy008a","hzcy009a","hzcy010a","hzcy011a","hzcy012a","hzcy013a","hzcy014a","hzcy015a","hzcy016a","hzcy018a","hzcy019a","hzcy020a","hzcy021a","hzcy022a","hzcy023a","hzcy024a","hzcy025a","hzcy026a","hzcy027a","hzcy028a","hzcy029a","hzcy030a","hzcy031a","hzcy032a","hzcy033a","hzcy034a","hzcy035a","hzcy036a","hzcy037a","hzcy038a","hzcy039a","hzcy040a","hzcy041a","hzcy042a","hzcy043a","hzcy044a","hzcy045a","hzcy046a","hzcy047a","hzcy048a","hzcy049a","hzcy050a","hzcy051a","hzcy052a","hzcy053a","hzcy054a","hzcy055a","hzcy056a","hzcy057a","hzcy058a","hzcy059a","hzcy060a","hzcy061a","hzcy062a","hzcy063a","hzcy064a","hzcy065a","hzcy066a","hzcy067a","hzcy068a","hzcy069a","hzcy070a","hzcy071a","hzcy072a","hzcy073a","hzcy074a","hzcy075a","hzcy076a","hzcy077a","hzcy078a","hzcy079a","hzcy080a","hzcy081a","hzcy083a","hzcy084a","hzcy085a","hzcy086a","hzcy087a","hzcy088a","hzcy089a","hzcy090a","hzcy091a","hzcy092a","hzcy093a","hzcy095a","hzcy096a","hzcy097a","hzcy098a","hzcy099a","hzza003a","hzzq009a","hzzq023a","hzzp201a","hzzp204a","hzzp207a"
"2","2",8,"1","2",2,5,"1","3",3,2,1,2,1,"0","1","0","0","1","1","1","1","0","1","0","0",4,4,4,4,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,5,4,4,5,4,4,2,4,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,0,0,1,0,0,0,0,0,0,0,"1","1","0","1","0","1","1","0","1","1","0",1,1,0,1,"1",5,5,"31",557,1584605629
"1","1",6,"2","2",5,2,"1","2",2,4,2,4,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,5,4,4,5,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",320,1584969024
"1","1",3,"3","2",5,3,"1","2",5,97,3,97,5,"1","1","1","0","1","1","0","1","1","0","0","0",5,5,5,4,5,4,2,2,NA,NA,NA,NA,NA,NA,1,2,4,3,2,1,3,3,3,2,3,5,4,4,2,2,2,3,4,4,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","1","1","0","0",NA,NA,NA,NA,"1",5,5,"31",331,1584891030
"1","1",7,"1","2",4,2,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"2","2",8,"2","2",6,7,"1","2",3,3,3,3,3,"0","1","0","0","0","1","1","0","1","0","1","0",4,4,4,3,2,2,1,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,3,2,4,1,1,5,4,4,4,4,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","1","1","0",NA,NA,NA,NA,"1",3,3,"31",896,1584462435
"1","1",9,"2","97",97,5,"1","2",4,5,4,4,5,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,4,5,1,5,1,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,NA,3,2,4,4,4,4,3,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",284,1584483761
"1","2",9,"3","2",3,5,"4","2",3,5,4,5,3,"1","1","0","0","0","1","1","0","1","0","0","0",3,4,4,3,4,4,4,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,2,4,3,4,3,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","0","0","0","1","0",NA,NA,NA,NA,"1",4,5,"31",725,1584475496
"1","2",5,"3","2",1,5,"1","3",6,6,1,4,6,"1","1","1","0","0","1","1","1","1","0","0","0",4,5,4,5,4,3,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,5,4,4,4,5,4,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,1,0,0,0,0,0,0,0,0,"1","1","1","1","1","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,5,"31",332,1584996480
"1","2",6,"3","2",2,3,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"2","1",1,"3","2",4,2,"2","3",3,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","1",2,2,2,2,3,2,1,2,NA,NA,NA,NA,NA,NA,5,4,3,5,4,3,3,4,5,2,4,3,98,98,98,3,3,4,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0","1","1","1","1","0","0","0",1,1,0,0,"1",4,5,"31",1623,1584555786
"3","2",10,"3","2",1,5,"1","3",3,4,3,5,3,"1","1","0","0","0","1","1","0","1","1","0","0",4,4,5,4,5,3,3,1,4,4,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",900,1584634940
"1","2",7,"3","2",2,3,"4","1",3,5,2,5,5,"1","0","1","0","0","1","1","0","0","1","1","0",5,5,5,5,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,4,2,4,3,3,3,3,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",329,1584472128
"1","2",4,"3","2",NA,5,"1","2",4,4,3,4,4,"0","1","1","0","0","1","0","0","1","0","1","0",4,4,4,4,4,3,4,1,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,3,3,4,4,4,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",601,1584465393
"1","1",2,"3","2",1,5,"2","2",5,6,6,6,5,"0","0","1","0","0","1","0","0","0","0","0","0",5,5,5,4,3,3,5,2,NA,NA,NA,NA,NA,NA,3,3,4,1,1,4,1,3,3,2,3,4,4,4,4,5,5,5,5,5,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",336,1584725943
"2","2",2,"3","2",7,6,"2","2",5,6,5,5,3,"1","1","1","0","1","1","1","0","1","0","0","0",3,3,3,3,5,5,3,2,NA,NA,NA,NA,NA,NA,4,2,3,3,2,2,3,3,4,2,4,1,4,3,4,2,2,3,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","1","0","1","1","1","0","0",1,0,0,0,"1",4,5,"31",350,1584516337
"3","2",10,"1","2",2,5,"4","1",2,4,3,2,1,"1","1","0","0","0","1","0","1","1","0","0","0",5,5,5,5,5,5,5,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,5,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","1","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,5,"31",234,1584884910
"2","1",5,"2",NA,98,6,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",9,"3","2",NA,8,"1","2",3,2,2,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,3,4,3,4,1,5,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,NA,2,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",424,1584466706
"2","1",10,"3","2",5,2,"2","1",3,4,4,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,3,4,3,3,1,4,1,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,4,4,4,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",472,1584466706
"3","1",7,"1","2",4,5,"1","3",4,5,3,3,2,"1","1","1","0","0","1","1","0","1","0","0","0",5,4,4,4,5,4,4,1,5,1,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,5,3,3,4,4,4,4,4,4,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",498,1584537391
"1","1",7,"3","2",4,2,"1","3",5,6,2,6,5,"1","1","1","0","0","1","1","1","1","0","1","0",4,4,4,4,4,4,4,1,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,5,4,3,4,4,4,4,4,5,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,0,0,0,0,"1","0","0","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"32",NA,1584620715
"3","1",3,"3","2",5,3,"1","3",4,5,2,3,5,"1","1","1","0","0","1","1","0","1","0","0","0",4,4,4,4,5,4,4,1,5,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,5,4,3,4,3,2,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,0,0,0,0,0,0,0,0,1,0,"1","0","1","1","0","1","1","0","1","0","0",1,0,0,0,"1",4,5,"31",418,1584792623
"2","2",10,"1","2",2,2,"4","2",3,4,3,5,3,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,3,5,3,2,1,5,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,4,4,4,4,3,2,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","1","0","1","0","0","0",NA,NA,NA,NA,"1",3,3,"31",1270,1584631741
"2","1",9,"3","2",4,8,"1","2",4,5,4,5,5,"1","1","0","0","0","1","1","0","1","0","0","0",4,4,4,4,4,4,4,1,4,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,4,4,4,5,4,1,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",3,4,"31",752,1584534756
"1","1",10,"2","97",6,6,"1","2",3,4,3,4,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,5,5,2,NA,NA,NA,NA,NA,NA,5,5,2,4,3,5,3,2,3,3,3,5,4,4,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","1","1","1","1","0","0",1,0,0,1,"1",2,5,"31",611,1584532866
"1","1",8,"1","2",2,2,"1","2",3,3,3,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,4,5,NA,4,4,2,1,5,2,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,5,4,2,4,4,4,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",5,5,"31",989,1584474531
"3","2",6,"3","2",5,3,"1","2",3,4,5,5,3,"1","1","0","0","0","1","0","0","1","0","0","0",5,5,4,4,3,3,3,1,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,5,4,NA,5,3,3,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",546,1584886711
"1","1",9,"1","2",98,5,"3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","2",10,"1","2",2,5,"1","2",3,4,3,4,3,"1","0","0","0","0","0","0","0","1","0","0","0",4,4,4,3,3,2,2,1,5,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,4,4,3,4,2,2,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",3,3,"31",502,1584476142
"1","1",4,"2","2",2,5,"2","2",5,7,4,5,7,"1","1","1","0","0","1","0","0","1","0","0","0",5,5,5,5,5,5,5,1,5,3,5,3,4,5,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,3,3,5,4,4,5,5,4,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","0","1","1","1","0","0",1,1,0,0,"1",5,5,"31",248,1584481607
"1","1",3,"3","97",5,5,"2","2",5,5,2,5,5,"1","1","0","0","0","1","0","0","1","0","0","0",5,4,4,3,5,4,4,1,5,3,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,4,4,5,4,4,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","0","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",849,1584473324
"3","1",10,"3","2",1,4,"1","2",3,3,4,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,5,5,5,5,3,3,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,5,4,4,5,4,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1","1","1","1","0","0","0","0","0",NA,NA,NA,NA,"1",5,5,"31",610,1584539422
"1","2",7,"1","2",98,5,"1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"2","1",7,"2","2",3,6,"1","2",5,4,3,5,5,"1","0","1","0","0","1","1","0","1","0","0","0",4,4,4,4,4,5,3,1,5,1,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,4,4,3,5,4,4,4,5,5,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",780,1584537141
"1","1",10,"3","2",2,2,"1","2",3,1,1,5,4,"1","1","1","0","0","1","1","0","1","0","0","0",5,5,5,5,4,4,4,1,5,2,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,4,4,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","1","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",667,1584553574
"1","2",7,"2","2",3,3,"2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"3","2",9,"2","2",5,3,"1","2",4,4,4,3,3,"1","1","0","0","0","1","1","0","1","0","0","0",5,4,4,NA,4,4,5,1,5,2,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,4,4,4,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","1","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",477,1584524452
"2","2",2,"3","2",7,6,"2","2",5,5,7,5,5,"1","1","0","0","0","1","1","1","1","0","0","0",5,5,5,5,4,5,5,1,4,3,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,4,4,5,4,4,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",3,3,"31",199,1584473714
"3","1",9,"3","2",4,2,"2","1",2,2,2,2,2,"0","0","1","0","0","1","0","0","1","0","0","0",5,3,3,3,3,2,1,1,1,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,98,5,4,4,2,2,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","1","0","0",NA,NA,NA,NA,"1",4,4,"31",297,1584462405
"3","2",7,"1","1",98,0,"1","3",5,5,5,6,5,"1","1","0","0","0","1","1","1","1","1","0","0",5,5,5,5,5,5,5,1,5,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1","0","0","1","1","1","0","0",1,0,1,0,"1",4,5,"31",490,1584875923
"1","1",8,"2","2",1,2,"1","2",4,4,4,4,4,"1","1","1","0","0","1","1","0","1","0","0","0",4,4,4,4,5,3,4,1,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,4,4,4,NA,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",329,1584736783
"1","2",2,"3","1",98,4,"2","2",5,6,3,6,4,"1","1","0","0","0","1","1","1","1","0","0","0",4,4,4,4,4,4,4,1,4,2,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,4,4,5,4,4,4,4,4,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",190,1584646592
"1","1",5,"3",NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","1",7,"3","2",2,7,"3","1",3,4,3,3,3,"1","1","1","0","0","1","0","0","1","0","1","0",5,5,5,5,4,4,3,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,5,4,4,5,4,4,4,4,4,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,0,0,0,0,"1","1","1","1","0","1","0","0","0","0","0",NA,NA,NA,NA,"1",4,4,"31",1315,1584833442
"3","1",6,"1","2",2,2,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"3","1",5,"3",NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA
"1","1",4,"3","2",1,6,"2","3",6,6,4,6,6,"1","1","0","0","0","1","0","1","1","0","0","0",4,4,4,4,4,4,4,1,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,5,5,4,5,4,5,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,0,0,0,0,0,0,0,0,0,"1","0","1","1","0","0","1","1","1","0","0",1,1,0,0,"1",5,4,"31",367,1584469565
